velocidade;rpm;J;eta;T;Q;Cp;Ct;Cq;Alpha 0;Alpha 1;Alpha 2;Alpha 3;Alpha 4;Alpha 5;Alpha 6;Alpha 7;Beta 0;Beta 1;Beta 2;Beta 3;Beta 4;Beta 5;Beta 6;Beta 7
21.894472361809044;1000.0;0.6568341708542713;0.9650956285325384;620.8653021310577;134.5032896997405;0.0776120596171281;0.1140364840648881;0.0123523429316088;7.076484023059519;9.364290278029936;9.267580207627883;9.278528742749549;9.3801057821288;9.543569925710411;9.691727823908607;0.0;41.95;36.96;31.96;28.49;26.01;24.19;22.77;0.0
22.39195979899497;1000.0;0.6717587939698492;0.966253851987242;610.439985099026;135.08751808175307;0.0779491752974657;0.1121216299161475;0.0124059965585283;6.470315935560195;8.832436431397278;8.805787343135526;8.87499470968226;9.02377509930282;9.225547830171026;9.40511337418401;0.0;41.95;36.96;31.96;28.49;26.01;24.19;22.77;0.0
22.889447236180903;1000.0;0.6866834170854271;0.9676636031506958;594.5196114025533;134.2914818130999;0.0774898407006836;0.1091974796453669;0.0123328911869173;5.873153582226777;8.305808885357662;8.347156045812325;8.4734762478073;8.66879315176613;8.908466549810095;9.11917858148892;0.0;41.95;36.96;31.96;28.49;26.01;24.19;22.77;0.0
23.386934673366834;1000.0;0.701608040201005;0.969467342325463;591.5615501294862;136.2735089768653;0.0786335243290939;0.1086541622686811;0.0125149140897121;5.284924615580558;7.784418650934536;7.891712125468872;8.0739974328735;8.315179392609208;8.592341250973481;8.833935222409492;0.0;41.95;36.96;31.96;28.49;26.01;24.19;22.77;0.0
23.88442211055276;1000.0;0.7165326633165829;0.9712319097720488;581.1349982335942;136.4709479902387;0.0787474520145125;0.1067390813082111;0.0125330462440015;4.70555130329869;7.268273052011549;7.43947942345349;7.676581303548314;7.962952708390327;8.277186775901129;8.549394879560866;0.0;41.95;36.96;31.96;28.49;26.01;24.19;22.77;0.0
24.38190954773869;1000.0;0.7314572864321608;0.9727777316153609;569.9144148547871;136.40651680081987;0.0787102734642664;0.104678157830471;0.0125271290939528;4.134950991257222;6.757375861302091;6.990479845881968;7.28124986739456;7.612131418477049;7.963017640854295;8.265568939839989;0.0;41.95;36.96;31.96;28.49;26.01;24.19;22.77;0.0
24.87939698492462;1000.0;0.7463819095477388;0.9739176581218412;558.107241825485;136.1465528268961;0.0785602671745502;0.1025094933965176;0.0125032548514496;3.573036548059133;6.251727437063729;6.544733398573526;6.888024107815113;7.262733274870052;7.649848034483035;7.9824685928019665;0.0;41.95;36.96;31.96;28.49;26.01;24.19;22.77;0.0
25.37688442211056;1000.0;0.7613065326633166;0.9749231367280832;545.9920726866231;135.71431025193297;0.0783108514422511;0.1002842582485634;0.0124635591047693;3.0197167906219264;5.751324860088153;6.102258223544774;6.496923991924387;6.914775462498038;7.337691816430945;7.700104829159319;0.0;41.95;36.96;31.96;28.49;26.01;24.19;22.77;0.0
25.87437185929648;1000.0;0.7762311557788943;0.9757089809927176;534.2564355666996;135.291545276556;0.0780669045429133;0.0981287330632713;0.0124247337498877;2.474896890562474;5.256162070528304;5.663070636915833;6.107968479304989;6.568274599972246;7.026562516174193;7.418488439403579;0.0;41.95;36.96;31.96;28.49;26.01;24.19;22.77;0.0
26.371859296482413;1000.0;0.7911557788944724;0.9762714224639498;499.2892657536274;128.79345225630968;0.0743173279785716;0.0917061916690335;0.0118279701051712;1.938478761262748;4.766230004155712;5.227185168085824;5.721175531607289;6.223246740788381;6.716473332091396;7.137630012548214;0.0;41.95;36.96;31.96;28.49;26.01;24.19;22.77;0.0
26.86934673366834;1000.0;0.8060804020100502;0.9770311950228776;503.4012386979009;132.20087794956422;0.0762835053608213;0.0924614520057368;0.0121408969545518;1.4103614256306924;4.281516727671997;4.794614600038266;5.336562122949594;5.87970737496352;6.4074371307608;6.857539934992193;0.0;41.95;36.96;31.96;28.49;26.01;24.19;22.77;0.0
27.366834170854272;1000.0;0.8210050251256282;0.9777487182167142;490.3598389423788;131.06404913593343;0.0756275241885024;0.0900660928669675;0.012036494308402;0.8904413646853094;3.80200757272922;4.365370010640509;4.954144251076135;5.537671431095067;6.099466446480922;6.57822838950295;0.0;41.95;36.96;31.96;28.49;26.01;24.19;22.77;0.0
27.8643216080402;1000.0;0.835929648241206;0.9783157466932234;471.35028768924656;128.19898559203136;0.0739743045306592;0.0865745426368003;0.0117733762278396;0.3786128471958553;3.3276852683437768;3.939460814805578;4.573936949230313;5.197153278828602;5.792573481010674;6.299705354317732;0.0;41.95;36.96;31.96;28.49;26.01;24.19;22.77;0.0
28.36180904522613;1000.0;0.8508542713567839;0.9786759040259428;452.41519257005694;125.19978859930713;0.0722436862214531;0.0830966680230716;0.0114979397693241;-0.1252317593081721;2.858530071417748;3.516894807388869;4.1959542987005305;4.858166731721021;5.486770103524695;6.021980602361987;0.0;41.95;36.96;31.96;28.49;26.01;24.19;22.77;0.0
28.85929648241206;1000.0;0.8657788944723618;0.9787613136239228;434.9402939687623;122.4644313969774;0.0706653106535746;0.0798869927697726;0.0112467334956407;-0.6212016957648122;2.3945198951103395;3.0976782066970374;3.820209441996281;4.5207250504853;5.182067850779556;5.745063700583512;0.0;41.95;36.96;31.96;28.49;26.01;24.19;22.77;0.0
29.35678391959799;1000.0;0.8807035175879397;0.9790598956446612;350.019809859856;100.22203607946744;0.0578308430709305;0.0642893528314021;0.0092040645379102;-1.1094075365913647;1.935630434829099;2.6818156984906083;3.4467145966123702;4.1848409466028045;4.8784779274861565;5.4689640094008265;0.0;41.95;36.96;31.96;28.49;26.01;24.19;22.77;0.0
29.85427135678392;1000.0;0.8956281407035176;0.978791735764272;335.2773632539776;97.65439562776322;0.056349244633763;0.0615815565160366;0.0089682608229578;-1.5899609319740626;1.4818352916373814;2.2693104803675315;3.075481069339698;3.850526586289053;4.576011206883738;5.193690682264334;0.0;41.95;36.96;31.96;28.49;26.01;24.19;22.77;0.0
30.35175879396985;1000.0;0.9105527638190956;0.9765791510501484;355.5855783794889;105.53388711278812;0.0608959257168323;0.0653116368452122;0.0096918875919907;-2.06297436688778;1.0331060928993945;1.86016430641907;2.7065192710814028;3.517793594798589;4.274678231510438;4.919252665328507;0.0;41.95;36.96;31.96;28.49;26.01;24.19;22.77;0.0
30.84924623115577;1000.0;0.9254773869346732;0.9769296321561944;346.931927789264;104.6157145087789;0.0603661151297437;0.0637221908184362;0.0096075656181531;-2.5285609362646344;0.5894126100084977;1.4543775320554293;2.339838732133933;3.186653061054595;3.974489214165557;4.645658697233504;0.0;41.95;36.96;31.96;28.49;26.01;24.19;22.77;0.0
31.34673366834171;1000.0;0.9404020100502511;0.9753330687252224;324.6462802832256;99.63711820554693;0.0574933295349925;0.0596289086234495;0.0091503475903053;-2.986834135705177;0.1507228730667912;1.0519491589029433;1.9754481178932013;2.8571155425887182;3.6754540390582657;4.372917308994306;0.0;41.95;36.96;31.96;28.49;26.01;24.19;22.77;0.0
31.84422110552764;1000.0;0.9553266331658292;0.9740002653398848;252.2836545571378;78.76477759900145;0.0454494208163247;0.0463378141023314;0.0072334999835817;-3.437907667108186;-0.2829967175941299;0.652876879680494;1.613355244946839;2.529191070776695;3.377582263137578;4.10103682399561;0.0;41.95;36.96;31.96;28.49;26.01;24.19;22.77;0.0
32.34170854271357;1000.0;0.9702512562814072;0.9732033616237296;292.13421191438863;92.70713521224614;0.0534945406992516;0.0536573042291734;0.0085139205807164;-3.8818952585833;-0.7117812831414833;0.2571571229676819;1.2535670975143052;2.202889156355151;3.080883117598222;3.830025358090443;0.0;41.95;36.96;31.96;28.49;26.01;24.19;22.77;0.0
32.8391959798995;1000.0;0.985175879396985;0.9716228002578248;274.0539703383921;88.45090856352691;0.0510385820595646;0.0503364435315413;0.008123042623181;-4.318910498005135;-1.1356673612898962;-0.1352149022172643;0.8960898441977477;1.8782187952052072;2.78536550955702;3.559890819800541;0.0;41.95;36.96;31.96;28.49;26.01;24.19;22.77;0.0
33.336683417085425;1000.0;1.0001005025125629;0.9693775807895044;253.90282144834887;83.38123594926857;0.0481132429540639;0.0466352121027579;0.0076574604443205;-4.749066679566664;-1.55469280472398;-0.5242451621068073;0.540928855007123;1.5551884743883957;2.4910380238942054;3.2906409106163967;0.0;41.95;36.96;31.96;28.49;26.01;24.19;22.77;0.0
33.83417085427136;1000.0;1.0150251256281406;0.9658416596323114;199.43130406588665;66.71359056679593;0.0384955578402691;0.0366302395223057;0.0061267583173588;-5.172476662692998;-1.968896682932356;-0.9099407542124556;0.1880887186245127;1.2338061784205985;2.197908925254215;3.022283125394829;0.0;41.95;36.96;31.96;28.49;26.01;24.19;22.77;0.0
34.33165829145729;1000.0;1.0299497487437186;0.9650339181075852;223.88008965205023;76.05697663760897;0.0438869459496054;0.0411208327932337;0.0069848243850865;-5.589252742683865;-2.378319187475333;-1.2923098637588364;-0.1624267401266987;0.9140793957698;1.90598616020026;2.7548247528519942;0.0;41.95;36.96;31.96;28.49;26.01;24.19;22.77;0.0
34.82914572864321;1000.0;1.0448743718592963;0.9626961820953754;208.25757907662268;71.94916705672654;0.0415166279982826;0.038251392075298;0.006607576566434;-5.999506532463588;-2.7830015406949267;-1.6713617205853086;-0.5106144426407508;0.5960151255635413;1.6152773595171082;2.4882728761494213;0.0;41.95;36.96;31.96;28.49;26.01;24.19;22.77;0.0
35.32663316582914;1000.0;1.0597989949748745;0.959968955591078;192.52959174280065;67.65718619956007;0.0390400382070173;0.0353625780752082;0.0062134150591432;-6.403348854830186;-3.1829859078629887;-2.04710655657216;-0.8564720387486126;0.2796198844922063;1.3257898406563071;2.222634373570953;0.0;41.95;36.96;31.96;28.49;26.01;24.19;22.77;0.0
