escalar 1 Ay3;escalar 2 Ay3;escalar 3 Ay3;escalar 4 Ay3;escalar 5 Ay3;escalar 6 Ay3;escalar 7 Ay3;particula;iteracao;fo
-0.0388619442194989;-0.0222804776457381;-0.0091388531246225;-0.0001911392243072;0.0130138970285427;0.0287861446026323;0.0497362345230865;0.0;0.0;0.9561260910410556
-0.0383330181181232;-0.0236895080397196;-0.0084107469161;0.0088484923535586;0.0125157841664166;0.0332133130845034;0.0464724123992936;1.0;0.0;0.9567491472827973
-0.0451042795942215;-0.0346494313307011;-0.0130785428976738;-0.0012985690256854;0.0209307378380415;0.0280461817506905;0.0492003767044567;2.0;0.0;0.9562865793536942
-0.0366744903670768;-0.0317009562381149;-0.0198455997080606;-0.0010912400797905;0.0130880179356783;0.0359278518761359;0.0485670631027081;3.0;0.0;0.9563251782511266
-0.047615561168209;-0.0329644900012428;-0.016928462629801;0.0031030846751999;0.0223980399441003;0.0333926688072906;0.0495729235581718;4.0;0.0;0.9572115337725622
-0.0464047856548576;-0.0274774145818752;-0.0133098749187397;0.0083669509053368;0.0109252973690679;0.0297777746150787;0.0442426918863096;5.0;0.0;0.9557122729950512
-0.0408404115315981;-0.0345371737016359;-0.0068210830734615;0.0012666339794488;0.019665902067731;0.0273390817939542;0.0487369147661968;6.0;0.0;0.9565396318409344
-0.0453082451255034;-0.0296806420352168;-0.0145436585716499;0.0014673634271441;0.0234279415899451;0.0383422271506846;0.0490992060899103;7.0;0.0;0.9577601061390516
-0.0453046753507959;-0.0305152608238826;-0.0109664438165083;0.007728987083921;0.0204122409392964;0.0376715459886051;0.0469164981772379;8.0;0.0;0.9576275640130546
-0.0486837902479134;-0.0252752664012253;-0.0107320855852725;0.003040685082159;0.0154076036651883;0.0314686631562948;0.0470858603749908;9.0;0.0;0.9564308997579924
-0.0435634176816628;-0.0349044973366744;-0.0086785772911996;0.0008520447309749;0.0195038983802268;0.0289484876762257;0.0428077379168896;10.0;0.0;0.9558305196354684
-0.0480791487852144;-0.0259643568518864;-0.0172700336004551;0.001348552097029;0.0131000472992085;0.0297349533381362;0.0447356478249897;11.0;0.0;0.9554497025215576
-0.0430020224921141;-0.0210745666376574;-0.0155356580252829;-0.0004500790490964;0.0229157484100024;0.0358426242019797;0.0427896324872011;12.0;0.0;0.956615795557475
-0.037754938415149;-0.0325080419382282;-0.0072641202806046;-0.004164185789785;0.0202110202934892;0.0377712192685028;0.0478597859686116;13.0;0.0;0.9573025787143122
-0.0447145102059397;-0.025278486471727;-0.0186645938837518;0.0038680479146222;0.0115578989239905;0.0367680699885184;0.0484572487092807;14.0;0.0;0.9566832014342777
-0.0414194953696146;-0.0252164713607891;-0.0112831939781997;0.0004668668826894;0.0171456389428183;0.032577492581534;0.0494834953435659;0.0;1.0;0.9567594291975124
-0.0411004191617864;-0.0260664730409049;-0.0108439617918747;0.0059200509031571;0.0168451509111172;0.0352481948345297;0.0475145851620164;1.0;1.0;0.9572425106022424
-0.0451852023259898;-0.0326780786180917;-0.0136598232833815;-0.0002011933634219;0.0219214961691963;0.0321311078406083;0.0491602375571591;2.0;1.0;0.9569279656003256
-0.0400999074759281;-0.0308994024495841;-0.0177420699707748;-7.612157426814797e-05;0.0171903525954592;0.0368857482496175;0.0487781892863582;3.0;1.0;0.9570003166632584
-0.0467001402338239;-0.0316616328642928;-0.0159822985504848;0.0024541170237927;0.0228066504289728;0.0353563916955475;0.0493849775293643;4.0;1.0;0.9574387867971268
-0.0459697363866197;-0.028351538670934;-0.0137993749973903;0.005629559625054;0.0158856851283188;0.033175696268433;0.0461694997825099;5.0;1.0;0.9566143637098002
-0.0426130115254914;-0.0326103588771132;-0.0098849924588968;0.0013462728044588;0.0211584803148708;0.0317045477367221;0.0488806527959834;6.0;1.0;0.9570323195333056
-0.0453082451255034;-0.0296806420352168;-0.0145436585716499;0.0014673634271441;0.0234279415899451;0.0383422271506846;0.0490992060899103;7.0;1.0;0.9577601061390516
-0.0453060916485366;-0.0301841282450617;-0.0123856933744527;0.0052447060957244;0.0216087114081644;0.0379376367905159;0.0477824811981704;8.0;1.0;0.9577871290105392
-0.0473445525306598;-0.0270230863810392;-0.0122443160903641;0.0024164742879441;0.0185896494280028;0.0341957296950086;0.047884649436168;9.0;1.0;0.9569392357200598
-0.0442556728991615;-0.0328319479274719;-0.0110055312440264;0.0010961706354311;0.0210607511195662;0.0326754265124831;0.0453038596301714;10.0;1.0;0.9565667909607912
-0.0469798008110681;-0.027438782198046;-0.0161883522312109;0.0013956901469608;0.0171976093439687;0.0331498642086696;0.0464668768851549;11.0;1.0;0.9563699778343064
-0.0439170096195307;-0.0244890020405268;-0.0151420851250185;0.0003106606808503;0.0231189595656008;0.0368343344074928;0.0452929374770935;12.0;1.0;0.9570258392396572
-0.0407516909009428;-0.0313862792437427;-0.0101522559416676;-0.0019298850044657;0.0214873244687906;0.0379977649862863;0.0483515222997145;13.0;1.0;0.957505488109792
-0.0449500728097548;-0.0270250288979275;-0.0170296247750027;0.0029155833211224;0.0162673038548025;0.0373926122677674;0.0487119434343788;14.0;1.0;0.9571224687686216
-0.0429982343590563;-0.027107154006476;-0.0122730301087002;0.0014579691462314;0.0194149735365005;0.0348556886361779;0.0491235841306783;0.0;2.0;0.9571749216436516
-0.042808722784476;-0.0276120025437302;-0.0120121532987262;0.0046968238926545;0.0192365021913075;0.0364419209430158;0.0479541730008031;1.0;2.0;0.9574746997443124
-0.045234831877775;-0.0315388881989318;-0.0136846012342454;0.0010611825916436;0.0222515379707533;0.0345905636502153;0.0489315889565025;2.0;2.0;0.9572226056060632
-0.0422144805930459;-0.0304824643318666;-0.0161092038168664;0.0011354675151715;0.0194415306865146;0.0374145266044187;0.0487046758630507;3.0;2.0;0.9573163000867267
-0.0461346114955008;-0.0309351821545701;-0.0150640082034719;0.0026382730801687;0.0227772649707652;0.0365061832007244;0.0490650706294033;4.0;2.0;0.9575113861548912
-0.0457007966896106;-0.0289691904973972;-0.0137674863394595;0.0045242900021151;0.018666638733008;0.0352109847060279;0.0471552753018793;5.0;2.0;0.9569686259854182
-0.0437071092937523;-0.0314986668523439;-0.0114425847009801;0.0019802819882453;0.0217983536453935;0.0343372132751095;0.0487655328638853;6.0;2.0;0.9572910007766716
-0.0453079117066827;-0.0297585958656622;-0.0142095448465863;0.0020522023446021;0.023146273575293;0.0382795851801207;0.0488953400317206;7.0;2.0;0.9577328696383252
-0.0453060916485366;-0.0301841282450617;-0.0123856933744527;0.0052447060957244;0.0216087114081644;0.0379376367905159;0.0477824811981704;8.0;2.0;0.9577871290105392
-0.0465173526277323;-0.0281801718271353;-0.0128438773244171;0.0026159156183237;0.0202726266426988;0.0358168216065936;0.0481739683398781;9.0;2.0;0.957118945491251
-0.0446827487672981;-0.0316302770721377;-0.012108115581498;0.0018317367357459;0.0217403085350711;0.0349138553468372;0.0466411384773062;10.0;2.0;0.9569911671617076
-0.0463007126181835;-0.0284270694863611;-0.0151863913725219;0.0020096328397327;0.0194458407472544;0.0351956420568416;0.0473318989472147;11.0;2.0;0.9568431632134694
-0.0444816036809495;-0.026675082128475;-0.0145649732853642;0.0013651923031341;0.0229627573227054;0.0373839899553762;0.0466346513924757;12.0;2.0;0.9572117838434102
-0.0426015997204815;-0.0307716390983453;-0.0116013227146742;3.444644892740094e-05;0.0219936667770903;0.0380749959141181;0.0484512620061836;13.0;2.0;0.9576290816518268
-0.0450951794569465;-0.028181325562278;-0.0156860553415478;0.002912355579826;0.0188932967036461;0.0377155725483689;0.0486653299155623;14.0;2.0;0.9574312286468388
-0.0440272103621815;-0.0283970130487826;-0.0126728514355113;0.0025337847451946;0.0206874658414182;0.0362948798103533;0.0487391650842442;0.0;3.0;0.9574450292105444
-0.0439221653387842;-0.0286768472833163;-0.0125282491299887;0.0043290606979803;0.0205885403447932;0.0371741179790741;0.0480909681613339;1.0;3.0;0.9576108475367856
-0.0452669417042091;-0.0308534942582718;-0.0134552760564785;0.0023138485592243;0.0222597549114868;0.0361479227687302;0.048632743417873;2.0;3.0;0.9575102371983004
-0.0435927807877841;-0.0302679254344197;-0.0147992173729109;0.0023550242053417;0.0207021862955687;0.0377132269210197;0.0485069669777606;3.0;3.0;0.9575129921935792
-0.0457656836475746;-0.0305188639556345;-0.0142198722964587;0.0031880194779859;0.022551161941053;0.037209738127234;0.048706731434088;4.0;3.0;0.9576892494110436
-0.0455252229446557;-0.0294291276686345;-0.0135012187269238;0.0042334262935451;0.0202726687657462;0.0364918180926351;0.0476481444042027;5.0;3.0;0.957355629539286
-0.044420135091269;-0.0308311998295397;-0.0122125409902134;0.0028232993293649;0.0220085578109079;0.0360074923167135;0.0485406996143593;6.0;3.0;0.9575439292453516
-0.0453083605098854;-0.0296536649901608;-0.0146592834352822;0.0012649715018646;0.0235254168606109;0.0383639053062369;0.0491697568736979;7.0;3.0;0.9577921294101251
